SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1610612738,BOS,Boston Celtics,0022300771,2024-02-13,BOS @ BKN,W,240,43,83,0.518,15,37,0.405,17,23,0.739,7,32,39,31,6,1,14,24,118,8,1
22023,1610612747,LAL,Los Angeles Lakers,0022300776,2024-02-13,LAL vs. DET,W,240,43,84,0.512,14,35,0.4,25,30,0.833,7,40,47,32,6,11,16,14,125,14,1
22023,1610612748,MIA,Miami Heat,0022300773,2024-02-13,MIA @ MIL,W,240,45,87,0.517,19,40,0.475,14,18,0.778,7,40,47,34,10,3,14,13,123,26,1
22023,1610612749,MIL,Milwaukee Bucks,0022300773,2024-02-13,MIL vs. MIA,L,240,37,83,0.446,13,39,0.333,10,11,0.909,5,33,38,24,8,4,18,12,97,-26,1
22023,1610612750,MIN,Minnesota Timberwolves,0022300775,2024-02-13,MIN @ POR,W,240,39,84,0.464,13,33,0.394,30,34,0.882,12,29,41,24,8,9,12,18,121,12,1
22023,1610612751,BKN,Brooklyn Nets,0022300771,2024-02-13,BKN vs. BOS,L,240,39,79,0.494,15,33,0.455,17,26,0.654,7,30,37,28,6,3,12,21,110,-8,1
22023,1610612753,ORL,Orlando Magic,0022300772,2024-02-13,ORL vs. OKC,L,240,41,91,0.451,11,36,0.306,20,25,0.8,14,34,48,29,6,3,16,19,113,-14,1
22023,1610612756,PHX,Phoenix Suns,0022300774,2024-02-13,PHX vs. SAC,W,240,44,85,0.518,13,31,0.419,29,36,0.806,7,32,39,29,11,6,12,16,130,5,1
22023,1610612757,POR,Portland Trail Blazers,0022300775,2024-02-13,POR vs. MIN,L,240,39,87,0.448,11,29,0.379,20,25,0.8,12,32,44,26,5,1,16,29,109,-12,1
22023,1610612758,SAC,Sacramento Kings,0022300774,2024-02-13,SAC @ PHX,L,240,49,95,0.516,9,31,0.29,18,24,0.75,15,35,50,27,8,6,13,27,125,-5,1
22023,1610612760,OKC,Oklahoma City Thunder,0022300772,2024-02-13,OKC @ ORL,W,240,46,84,0.548,13,32,0.406,22,24,0.917,4,27,31,28,9,8,12,20,127,14,1
22023,1610612765,DET,Detroit Pistons,0022300776,2024-02-13,DET @ LAL,L,240,45,108,0.417,8,28,0.286,13,17,0.765,17,33,50,30,8,2,10,24,111,-14,1
22023,1610612737,ATL,Atlanta Hawks,0022300777,2024-02-14,ATL @ CHA,L,240,36,89,0.404,9,38,0.237,18,20,0.9,15,30,45,23,5,6,16,20,99,-23,1
22023,1610612738,BOS,Boston Celtics,0022300780,2024-02-14,BOS vs. BKN,W,240,52,91,0.571,22,45,0.489,10,12,0.833,10,41,51,32,6,5,10,13,136,50,1
22023,1610612739,CLE,Cleveland Cavaliers,0022300781,2024-02-14,CLE vs. CHI,W,240,40,83,0.482,12,37,0.324,16,21,0.762,6,30,36,31,6,2,8,18,108,3,1
22023,1610612740,NOP,New Orleans Pelicans,0022300784,2024-02-14,NOP vs. WAS,W,240,50,89,0.562,10,32,0.313,23,29,0.793,8,31,39,36,14,6,10,21,133,7,1
22023,1610612741,CHI,Chicago Bulls,0022300781,2024-02-14,CHI @ CLE,L,240,38,83,0.458,14,33,0.424,15,17,0.882,9,35,44,18,5,3,15,21,105,-3,1
22023,1610612742,DAL,Dallas Mavericks,0022300785,2024-02-14,DAL vs. SAS,W,240,49,92,0.533,11,30,0.367,7,10,0.7,8,47,55,28,6,10,16,14,116,23,1
22023,1610612743,DEN,Denver Nuggets,0022300786,2024-02-14,DEN vs. SAC,L,240,35,89,0.393,9,26,0.346,19,22,0.864,12,33,45,27,6,5,12,18,98,-4,1
22023,1610612744,GSW,Golden State Warriors,0022300789,2024-02-14,GSW vs. LAC,L,240,47,103,0.456,18,47,0.383,13,18,0.722,13,34,47,34,7,2,9,25,125,-5,1
22023,1610612745,HOU,Houston Rockets,0022300783,2024-02-14,HOU @ MEM,L,240,42,102,0.412,11,36,0.306,18,28,0.643,22,34,56,20,9,4,9,25,113,-8,1
22023,1610612746,LAC,LA Clippers,0022300789,2024-02-14,LAC @ GSW,W,240,44,88,0.5,13,38,0.342,29,37,0.784,12,36,48,28,6,4,12,21,130,5,1
22023,1610612747,LAL,Los Angeles Lakers,0022300788,2024-02-14,LAL @ UTA,W,240,52,91,0.571,14,31,0.452,20,24,0.833,5,32,37,34,8,4,10,13,138,16,1
22023,1610612748,MIA,Miami Heat,0022300779,2024-02-14,MIA @ PHI,W,240,42,88,0.477,11,35,0.314,14,15,0.933,10,33,43,27,10,1,13,17,109,5,1
22023,1610612751,BKN,Brooklyn Nets,0022300780,2024-02-14,BKN @ BOS,L,240,31,81,0.383,10,31,0.323,14,15,0.933,6,25,31,27,5,1,12,12,86,-50,1
